,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
36173, Q7,2018,54990,Semi-Auto,19940,Diesel,145,39.2,4.0,Audi
36174, A4,2017,21990,Semi-Auto,3000,Petrol,145,50.4,1.4,Audi
36175, A5,2017,20000,Semi-Auto,40000,Diesel,145,67.3,2.0,Audi
36177, A3,2016,17490,Manual,25955,Petrol,30,60.1,1.4,Audi
36178, A1,2019,19990,Automatic,11200,Petrol,145,47.1,1.0,Audi
36179, Q3,2016,17925,Automatic,39820,Diesel,145,52.3,2.0,Audi
36180, Q2,2019,24990,Semi-Auto,3624,Petrol,145,40.9,1.5,Audi
36181, A3,2017,19490,Semi-Auto,28744,Petrol,145,56.5,1.5,Audi
36182, A5,2017,22990,Automatic,41000,Diesel,145,62.8,2.0,Audi
36183, A3,2019,23490,Automatic,10380,Petrol,145,41.5,1.5,Audi
36184, TT,2019,46990,Semi-Auto,8900,Petrol,145,31.0,2.5,Audi
36185, Q3,2019,32990,Automatic,7118,Diesel,145,38.7,2.0,Audi
36186, A5,2017,29990,Automatic,22640,Petrol,145,37.7,3.0,Audi
36187, Q3,2019,25990,Manual,6000,Petrol,145,42.2,1.5,Audi
36188, A1,2019,20476,Manual,6000,Petrol,145,47.9,1.0,Audi
36189, Q2,2019,28541,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
36190, Q7,2018,45990,Automatic,24340,Diesel,145,47.1,3.0,Audi
36191, Q3,2015,17990,Semi-Auto,57204,Petrol,200,42.2,2.0,Audi
36192, Q5,2017,28890,Semi-Auto,20768,Diesel,145,55.4,2.0,Audi
36193, Q5,2020,38695,Semi-Auto,6000,Petrol,145,32.1,2.0,Audi
36194, A7,2019,39990,Automatic,5000,Diesel,145,38.2,3.0,Audi
36195, A1,2020,26011,Semi-Auto,6000,Petrol,145,44.1,1.5,Audi
36196, Q3,2018,25050,Semi-Auto,10000,Petrol,145,48.7,1.4,Audi
36197, Q5,2017,29990,Semi-Auto,13890,Petrol,145,40.4,2.0,Audi
36198, A3,2017,18990,Semi-Auto,24751,Petrol,125,49.6,2.0,Audi
36199, Q3,2019,34750,Semi-Auto,4536,Petrol,145,32.1,2.0,Audi
36200, A6,2016,24990,Automatic,47750,Diesel,160,52.3,3.0,Audi
36201, A1,2016,14490,Semi-Auto,36668,Petrol,30,56.5,1.4,Audi
36202, Q5,2015,26990,Automatic,48164,Diesel,235,42.8,3.0,Audi
36203, A1,2018,18990,Semi-Auto,28660,Petrol,145,70.6,1.4,Audi
36204, A3,2019,23990,Semi-Auto,9499,Petrol,145,41.5,1.5,Audi
36205, A5,2017,24990,Automatic,36310,Petrol,145,45.6,2.0,Audi
36206, A3,2015,22490,Semi-Auto,27151,Petrol,200,39.2,2.0,Audi
36207, A3,2019,22990,Automatic,5000,Diesel,145,53.3,1.6,Audi
36208, A4,2019,24490,Automatic,1293,Diesel,145,48.7,2.0,Audi
36209, A4,2019,27490,Automatic,100,Diesel,145,47.9,2.0,Audi
36210, Q3,2019,35490,Semi-Auto,2790,Diesel,145,45.6,2.0,Audi
36211, Q5,2019,38990,Semi-Auto,2910,Petrol,145,32.1,2.0,Audi
36212, Q2,2019,23990,Semi-Auto,3302,Petrol,145,42.8,1.5,Audi
36213, Q2,2018,20990,Semi-Auto,13264,Petrol,145,54.3,1.4,Audi
36214, RS5,2019,54990,Automatic,4474,Petrol,145,29.7,2.9,Audi
36215, Q3,2019,38990,Semi-Auto,1335,Petrol,145,32.1,2.0,Audi
36216, A1,2017,15490,Manual,6950,Petrol,145,56.5,1.4,Audi
36217, TT,2019,39990,Automatic,3000,Petrol,145,35.3,2.0,Audi
36218, Q2,2019,24490,Manual,2500,Petrol,145,43.5,1.5,Audi
36219, A1,2019,18990,Manual,2000,Petrol,145,48.7,1.0,Audi
36220, A3,2019,22061,Manual,2392,Diesel,145,51.4,1.6,Audi
36221, Q7,2019,59990,Automatic,3988,Diesel,145,32.8,3.0,Audi
36222, Q7,2019,47990,Automatic,3139,Diesel,145,33.2,3.0,Audi
36223, Q5,2018,39995,Semi-Auto,25889,Petrol,145,34.0,3.0,Audi
36224, Q2,2020,26089,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
36225, Q5,2020,44990,Semi-Auto,6000,Diesel,145,37.2,2.0,Audi
36226, Q2,2020,24825,Manual,6000,Petrol,145,43.5,1.5,Audi
36227, Q3,2019,31990,Automatic,4500,Petrol,145,31.4,2.0,Audi
36228, Q2,2019,25490,Manual,3500,Petrol,145,43.5,1.5,Audi
36229, Q3,2019,37490,Automatic,9750,Petrol,145,30.7,2.0,Audi
36230, A1,2019,22059,Semi-Auto,6000,Petrol,145,44.8,1.0,Audi
36231, A3,2016,15990,Manual,20851,Petrol,30,56.5,1.4,Audi
36232, Q7,2020,89990,Semi-Auto,5000,Diesel,145,29.4,4.0,Audi
36233, A3,2019,23990,Automatic,2778,Petrol,145,40.9,2.0,Audi
36234, A3,2019,23990,Automatic,6000,Diesel,145,52.3,1.6,Audi
36235, Q2,2019,25990,Manual,6000,Diesel,145,46.3,1.6,Audi
36236, A5,2019,32990,Automatic,500,Diesel,145,50.4,2.0,Audi
36237, A6,2019,31990,Semi-Auto,8011,Diesel,145,47.9,2.0,Audi
36238, Q3,2019,29990,Automatic,2473,Petrol,145,31.7,2.0,Audi
36239, Q5,2020,48990,Semi-Auto,5000,Hybrid,135,117.7,2.0,Audi
36240, Q3,2017,20490,Manual,25807,Petrol,145,49.6,1.4,Audi
36241, A4,2017,31990,Semi-Auto,4274,Petrol,145,42.8,2.0,Audi
36242, Q2,2019,22490,Manual,2044,Diesel,145,49.6,1.6,Audi
36243, A3,2019,22967,Manual,6000,Petrol,145,43.5,1.5,Audi
36244, Q7,2019,45990,Semi-Auto,6000,Diesel,145,33.2,3.0,Audi
36245, A4,2019,25990,Automatic,10654,Petrol,145,38.7,2.0,Audi
36246, Q7,2019,45990,Automatic,100,Diesel,145,33.2,3.0,Audi
36247, RS6,2017,61490,Automatic,18881,Petrol,145,29.4,4.0,Audi
36248, Q2,2019,25690,Automatic,2000,Petrol,145,42.2,1.5,Audi
36249, A3,2019,22490,Manual,3000,Petrol,145,44.1,1.5,Audi
36250, RS3,2019,47990,Semi-Auto,3584,Petrol,145,29.7,2.5,Audi
36252, Q2,2017,20990,Semi-Auto,31690,Petrol,125,52.3,1.4,Audi
36253, A3,2017,17990,Manual,18092,Petrol,145,60.1,1.4,Audi
36254, Q5,2018,33990,Semi-Auto,13667,Petrol,145,40.4,2.0,Audi
36255, Q2,2020,26139,Semi-Auto,6000,Petrol,145,42.2,1.5,Audi
36256, A4,2017,15767,Manual,42171,Petrol,145,50.4,2.0,Audi
36257, A3,2018,21990,Semi-Auto,17800,Diesel,145,62.8,2.0,Audi
36258, Q2,2019,25490,Manual,6000,Petrol,145,43.5,1.5,Audi
36259, Q3,2019,40990,Automatic,500,Petrol,145,31.0,2.0,Audi
36260, Q2,2019,23490,Manual,822,Petrol,145,44.8,1.5,Audi
36261, Q3,2019,32082,Manual,6000,Petrol,145,40.9,1.5,Audi
36262, A1,2017,12690,Manual,29040,Petrol,30,55.4,1.4,Audi
36264, Q3,2019,38990,Automatic,3000,Petrol,145,32.1,2.0,Audi
36265, Q2,2019,24479,Manual,3561,Petrol,145,43.5,1.5,Audi
36266, Q3,2019,26990,Manual,4500,Diesel,145,42.8,2.0,Audi
36267, TT,2019,27990,Automatic,5000,Petrol,145,35.3,2.0,Audi
36268, TT,2019,26990,Manual,2500,Petrol,145,38.2,2.0,Audi
36269, Q3,2019,27990,Manual,5000,Petrol,145,39.8,1.5,Audi
36270, A6,2019,28990,Automatic,11000,Diesel,145,50.4,2.0,Audi
36271, A4,2014,13141,Semi-Auto,28510,Diesel,125,57.6,2.0,Audi
36272, Q3,2020,30990,Semi-Auto,700,Petrol,150,39.8,1.5,Audi
36273, Q2,2018,22990,Manual,10500,Petrol,150,49.6,1.4,Audi
36274, A3,2017,25990,Semi-Auto,25874,Petrol,150,43.5,2.0,Audi
36275, A1,2017,11990,Manual,27317,Petrol,150,67.3,1.0,Audi
36277, Q7,2016,32990,Semi-Auto,35285,Diesel,200,47.9,3.0,Audi
36278, A1,2016,13990,Manual,32371,Petrol,30,55.4,1.4,Audi
36279, A1,2018,17490,Semi-Auto,4712,Petrol,145,56.5,1.4,Audi
36280, A3,2017,16990,Manual,26254,Petrol,30,60.1,1.4,Audi
36281, A4,2017,13490,Manual,35543,Petrol,145,53.3,1.4,Audi
36282, A3,2017,16450,Semi-Auto,37697,Diesel,150,65.7,2.0,Audi
36283, A4,2017,25290,Semi-Auto,44857,Petrol,240,38.7,3.0,Audi
36284, Q3,2020,30450,Semi-Auto,4000,Diesel,145,47.1,2.0,Audi
36285, A1,2019,21490,Semi-Auto,11310,Petrol,150,47.1,1.0,Audi
36286, Q2,2019,22453,Manual,7462,Petrol,150,42.8,1.5,Audi
36287, Q3,2015,17990,Manual,46600,Diesel,165,49.6,2.0,Audi
36288, A1,2014,10990,Manual,50500,Diesel,20,68.9,2.0,Audi
36289, A3,2017,24490,Semi-Auto,26590,Petrol,165,43.5,2.0,Audi
36290, RS4,2018,49990,Semi-Auto,22767,Petrol,145,32.1,2.9,Audi
36291, A6,2020,48990,Semi-Auto,6000,Petrol,150,30.7,3.0,Audi
36292, Q5,2017,23490,Semi-Auto,31018,Diesel,200,47.1,2.0,Audi
36293, A6,2017,20990,Manual,44738,Diesel,145,58.9,2.0,Audi
36294, Q3,2019,30990,Automatic,6681,Diesel,145,38.7,2.0,Audi
36295, A1,2016,14795,Manual,28894,Petrol,30,58.9,1.4,Audi
36296, Q3,2018,24850,Semi-Auto,15392,Petrol,145,40.4,2.0,Audi
36297, A4,2018,24490,Automatic,16953,Petrol,145,48.7,2.0,Audi
36298, A4,2018,21450,Semi-Auto,9555,Petrol,145,50.4,1.4,Audi
36299, A4,2016,16900,Semi-Auto,11000,Petrol,30,55.4,2.0,Audi
36300, A3,2019,26290,Semi-Auto,3345,Diesel,145,51.4,2.0,Audi
36301, Q5,2019,33950,Semi-Auto,2192,Diesel,145,38.2,2.0,Audi
36302, A4,2018,18490,Semi-Auto,17012,Petrol,145,51.4,1.4,Audi
36303, Q7,2020,51995,Semi-Auto,3000,Diesel,145,33.2,3.0,Audi
36304, A6,2014,15000,Semi-Auto,29074,Diesel,145,55.4,2.0,Audi
36305, A3,2015,9995,Manual,29565,Petrol,125,53.3,1.4,Audi
36306, Q3,2019,28990,Automatic,5454,Diesel,145,47.1,2.0,Audi
36307, A3,2019,24990,Semi-Auto,5874,Diesel,145,50.4,2.0,Audi
36308, Q5,2018,33990,Semi-Auto,12000,Petrol,145,40.4,2.0,Audi
36309, TT,2016,39995,Semi-Auto,16000,Petrol,300,34.0,2.5,Audi
36310, Q5,2015,26990,Semi-Auto,48164,Diesel,235,42.8,3.0,Audi
36311, A3,2019,21490,Automatic,15116,Petrol,145,42.2,1.5,Audi
36312, Q7,2017,35495,Automatic,22489,Diesel,145,47.9,3.0,Audi
36313, Q5,2017,22950,Semi-Auto,49227,Diesel,145,56.5,2.0,Audi
36314, A3,2019,21490,Semi-Auto,12152,Petrol,150,42.2,1.5,Audi
36315, A6,2019,34990,Semi-Auto,5301,Diesel,150,39.2,3.0,Audi
36316, A3,2019,22290,Manual,4533,Petrol,150,42.2,1.5,Audi
36317, A3,2019,24490,Semi-Auto,5523,Petrol,150,42.2,1.5,Audi
36318, Q3,2019,27950,Semi-Auto,1701,Diesel,150,48.7,2.0,Audi
36319, Q5,2019,31950,Semi-Auto,11296,Diesel,150,38.2,2.0,Audi
36320, A3,2019,22950,Automatic,6605,Diesel,145,51.4,2.0,Audi
36321, A4,2019,26750,Automatic,4214,Diesel,145,49.6,2.0,Audi
36322, A3,2019,25950,Semi-Auto,7261,Diesel,145,51.4,2.0,Audi
36323, Q3,2015,15250,Semi-Auto,56310,Diesel,160,50.4,2.0,Audi
36324, A7,2017,24860,Semi-Auto,12298,Diesel,145,52.3,3.0,Audi
36326, A3,2018,20960,Semi-Auto,15414,Petrol,145,56.5,1.5,Audi
36327, Q7,2016,27990,Semi-Auto,55039,Diesel,200,47.9,3.0,Audi
36329, A6,2015,11641,Semi-Auto,81238,Diesel,20,67.3,2.0,Audi
36330, A3,2018,18491,Semi-Auto,22305,Petrol,145,56.5,1.5,Audi
36331, A4,2019,26950,Automatic,6000,Petrol,145,38.2,2.0,Audi
36332, A5,2019,27995,Automatic,8000,Diesel,145,48.7,2.0,Audi
36333, A5,2019,27995,Automatic,5000,Petrol,145,40.4,2.0,Audi
36334, Q5,2020,49990,Semi-Auto,5000,Diesel,145,34.5,3.0,Audi
36335, Q7,2016,30490,Semi-Auto,64460,Diesel,200,47.9,3.0,Audi
36336, Q5,2019,33290,Semi-Auto,5940,Diesel,145,38.2,2.0,Audi
36337, Q5,2019,36990,Semi-Auto,6941,Petrol,145,32.1,2.0,Audi
36338, Q7,2018,52990,Automatic,15887,Diesel,145,39.2,4.0,Audi
36339, A5,2019,34950,Semi-Auto,3760,Diesel,145,44.8,2.0,Audi
36340, TT,2019,31990,Automatic,3871,Petrol,145,34.0,2.0,Audi
36341, Q3,2019,28900,Semi-Auto,6366,Petrol,145,32.5,2.0,Audi
36342, A4,2019,26495,Semi-Auto,9662,Diesel,145,45.6,2.0,Audi
36343, A3,2019,23450,Semi-Auto,10122,Petrol,145,41.5,1.5,Audi
36344, RS6,2016,48990,Automatic,51600,Petrol,325,29.4,4.0,Audi
36345, A8,2018,38990,Semi-Auto,8872,Diesel,145,48.7,3.0,Audi
36346, TT,2019,24990,Semi-Auto,3774,Petrol,145,40.9,2.0,Audi
36347, A4,2020,28995,Semi-Auto,4000,Diesel,145,54.3,3.0,Audi
36348, Q3,2020,37495,Semi-Auto,2000,Petrol,145,39.8,1.5,Audi
36349, A1,2015,14450,Automatic,41996,Petrol,30,56.5,1.4,Audi
36350, Q3,2019,29850,Semi-Auto,15648,Petrol,145,31.7,2.0,Audi
36351, A3,2019,22690,Automatic,9818,Petrol,145,42.2,1.5,Audi
36352, A3,2019,22990,Semi-Auto,15202,Petrol,145,41.5,1.5,Audi
36353, Q3,2019,30450,Semi-Auto,12244,Petrol,145,31.7,2.0,Audi
36354, Q3,2019,30450,Semi-Auto,8761,Petrol,145,31.7,2.0,Audi
36355, A4,2016,16800,Automatic,44214,Diesel,30,65.7,2.0,Audi
36356, A3,2017,21350,Semi-Auto,22100,Petrol,145,56.5,1.5,Audi
36357, A4,2019,43541,Semi-Auto,6339,Diesel,150,39.2,3.0,Audi
36358, TT,2016,17961,Manual,38505,Petrol,165,46.3,2.0,Audi
36359, A3,2019,32111,Semi-Auto,3877,Petrol,150,34.9,2.0,Audi
36360, Q2,2018,22490,Semi-Auto,18873,Petrol,145,52.3,1.4,Audi
36361, A4,2019,23990,Manual,5000,Petrol,145,38.2,2.0,Audi
36362, Q2,2019,23990,Manual,4484,Petrol,145,39.2,1.5,Audi
36363, Q2,2019,29990,Automatic,5113,Petrol,145,33.2,2.0,Audi
36364, Q7,2019,45990,Semi-Auto,11475,Diesel,145,33.2,3.0,Audi
36365, Q5,2015,26490,Semi-Auto,44100,Diesel,235,42.8,3.0,Audi
36366, A1,2017,15490,Semi-Auto,12782,Petrol,145,56.5,1.4,Audi
36367, Q3,2020,27911,Manual,1912,Petrol,145,40.9,1.5,Audi
36368, A1,2016,16490,Semi-Auto,16141,Petrol,30,70.6,1.4,Audi
36369, A3,2017,19995,Semi-Auto,12214,Petrol,145,57.7,1.5,Audi
36370, Q2,2019,23990,Automatic,6994,Petrol,145,42.8,1.5,Audi
36372, Q2,2019,23990,Automatic,1453,Petrol,145,42.8,1.5,Audi
36373, Q7,2019,45990,Automatic,8500,Diesel,145,33.2,3.0,Audi
36374, A6,2019,27990,Automatic,6000,Diesel,145,50.4,2.0,Audi
36375, A3,2019,33990,Semi-Auto,4290,Petrol,145,34.9,2.0,Audi
36376, Q3,2017,25672,Semi-Auto,19241,Petrol,145,40.4,2.0,Audi
36377, Q7,2016,31782,Semi-Auto,43653,Diesel,200,47.9,3.0,Audi
36378, A3,2016,17992,Semi-Auto,47248,Diesel,125,57.6,2.0,Audi
36379, Q7,2017,45790,Automatic,38516,Diesel,300,39.2,4.0,Audi
36380, Q5,2016,21995,Automatic,36538,Diesel,200,47.1,2.0,Audi
36381, Q3,2019,27495,Semi-Auto,14000,Diesel,145,47.1,2.0,Audi
36382, A4,2020,32995,Semi-Auto,3000,Petrol,145,42.2,2.0,Audi
36383, A8,2018,35000,Semi-Auto,4524,Diesel,145,40.4,3.0,Audi
36384, A3,2017,17495,Manual,22000,Petrol,150,60.1,1.4,Audi
36385, A4,2017,16450,Semi-Auto,40000,Diesel,150,70.6,2.0,Audi
36386, A3,2016,16511,Manual,23711,Petrol,30,57.6,1.4,Audi
36387, A3,2019,19111,Semi-Auto,10325,Diesel,150,54.3,1.6,Audi
36388, A3,2017,14451,Manual,29891,Petrol,20,61.4,1.4,Audi
36389, A1,2019,18611,Manual,7694,Petrol,150,50.4,1.0,Audi
36390, Q7,2018,49981,Semi-Auto,40274,Diesel,150,39.2,4.0,Audi
36391, A3,2017,16272,Manual,7326,Petrol,20,60.1,1.4,Audi
36392, R8,2018,94990,Automatic,3562,Petrol,145,23.0,5.2,Audi
36393, Q5,2016,20895,Semi-Auto,30530,Diesel,200,47.1,2.0,Audi
36394, Q3,2017,19395,Manual,16497,Diesel,145,61.4,2.0,Audi
36395, Q3,2019,27250,Manual,2485,Petrol,145,39.8,1.5,Audi
36396, A3,2019,24990,Automatic,6000,Petrol,145,44.1,1.5,Audi
36397, Q5,2019,31490,Automatic,3283,Diesel,145,39.2,2.0,Audi
36398, A8,2019,50990,Automatic,5000,Diesel,145,40.4,3.0,Audi
36399, Q3,2019,26990,Manual,1213,Diesel,145,42.8,2.0,Audi
36400, Q5,2019,35990,Automatic,5000,Diesel,145,38.2,2.0,Audi
36401, TT,2019,31990,Automatic,5000,Petrol,145,37.2,2.0,Audi
36402, A5,2019,31990,Automatic,1585,Petrol,145,37.2,2.0,Audi
36403, Q3,2016,18950,Semi-Auto,39475,Diesel,160,50.4,2.0,Audi
36404, Q3,2019,25950,Manual,1000,Petrol,145,40.9,1.5,Audi
36405, Q2,2019,21900,Manual,1000,Diesel,145,49.6,1.6,Audi
36406, Q2,2019,21800,Manual,1000,Diesel,145,49.6,1.6,Audi
36407, Q2,2019,25354,Semi-Auto,1947,Diesel,145,44.8,1.6,Audi
36408, A3,2019,21586,Automatic,14670,Petrol,145,42.2,1.5,Audi
36409, Q2,2017,20692,Manual,8641,Petrol,145,50.4,1.4,Audi
36410, Q2,2017,21312,Semi-Auto,13257,Petrol,145,52.3,1.4,Audi
36411, A6,2019,30886,Semi-Auto,2596,Diesel,145,47.9,2.0,Audi
36412, A6,2016,23782,Semi-Auto,73090,Diesel,235,43.5,3.0,Audi
36413, TT,2019,32170,Automatic,14311,Petrol,145,34.0,2.0,Audi
36414, Q2,2019,20834,Manual,5880,Diesel,145,49.6,1.6,Audi
36415, Q2,2019,21286,Manual,723,Diesel,145,49.6,1.6,Audi
36416, A3,2019,18830,Manual,9640,Petrol,145,42.8,1.5,Audi
36417, A1,2015,12822,Manual,31851,Petrol,30,56.5,1.4,Audi
36418, A1,2016,14995,Semi-Auto,28636,Diesel,20,70.6,1.6,Audi
36419, A5,2020,29750,Semi-Auto,2000,Diesel,145,51.4,2.0,Audi
36420, A4,2018,18995,Manual,8220,Petrol,145,50.4,1.4,Audi
36421, Q5,2018,26490,Semi-Auto,23100,Diesel,145,56.5,2.0,Audi
36422, Q3,2017,16995,Manual,18000,Diesel,30,61.4,2.0,Audi
36423, A6,2016,15750,Manual,43438,Diesel,30,61.4,2.0,Audi
36424, A8,2017,33950,Semi-Auto,4685,Diesel,145,50.4,3.0,Audi
36425, A4,2019,42950,Automatic,3440,Diesel,145,40.9,3.0,Audi
36426, A4,2019,23750,Automatic,2000,Diesel,145,51.4,2.0,Audi
36427, A4,2019,27495,Automatic,6000,Diesel,145,48.7,2.0,Audi
36428, Q7,2019,44950,Automatic,9000,Diesel,145,33.2,3.0,Audi
36429, Q5,2019,30950,Automatic,2000,Diesel,145,39.2,2.0,Audi
36430, A3,2019,21950,Manual,5000,Diesel,145,51.4,1.6,Audi
36431, A4,2019,25050,Semi-Auto,10205,Petrol,145,38.2,2.0,Audi
36432, A5,2019,33440,Automatic,18961,Petrol,145,36.7,2.0,Audi
36433, Q5,2019,34936,Automatic,5607,Diesel,145,38.2,2.0,Audi
36434, A3,2017,18442,Semi-Auto,28849,Petrol,30,57.6,1.4,Audi
36435, A5,2017,27991,Semi-Auto,48272,Petrol,150,37.7,3.0,Audi
36436, Q2,2019,29566,Automatic,5123,Petrol,145,33.2,2.0,Audi
36437, A1,2019,20190,Semi-Auto,7483,Petrol,145,40.9,2.0,Audi
36438, A3,2018,25472,Semi-Auto,21825,Petrol,145,43.5,2.0,Audi
36439, A6,2017,22602,Semi-Auto,19731,Diesel,145,56.5,2.0,Audi
36440, A5,2018,24451,Semi-Auto,16393,Petrol,145,50.4,2.0,Audi
36441, A5,2013,13841,Manual,28125,Diesel,30,61.4,2.0,Audi
36442, Q2,2017,16861,Manual,35457,Petrol,150,52.3,1.4,Audi
36443, A4,2019,23990,Manual,6267,Petrol,145,38.2,2.0,Audi
36444, Q3,2020,38330,Semi-Auto,3815,Petrol,145,30.7,2.0,Audi
36445, A5,2020,35220,Semi-Auto,4709,Diesel,145,48.7,2.0,Audi
36446, A3,2016,18962,Semi-Auto,13505,Petrol,30,56.5,1.4,Audi
36447, A3,2018,18640,Automatic,13710,Petrol,145,42.2,1.5,Audi
36448, Q2,2019,28856,Automatic,5605,Petrol,145,33.2,2.0,Audi
36449, Q5,2019,31324,Semi-Auto,2860,Diesel,145,39.2,2.0,Audi
36450, Q5,2019,33094,Semi-Auto,5291,Diesel,145,38.2,2.0,Audi
36451, Q2,2019,19806,Manual,6771,Diesel,145,49.6,1.6,Audi
36452, Q5,2019,32576,Semi-Auto,6024,Diesel,145,38.2,2.0,Audi
36453, Q5,2019,34452,Semi-Auto,6831,Diesel,145,38.2,2.0,Audi
36454, Q2,2019,21262,Manual,4868,Diesel,145,49.6,1.6,Audi
36455, Q2,2019,21172,Manual,5999,Diesel,145,49.6,1.6,Audi
36456, Q2,2019,21482,Manual,1998,Diesel,145,49.6,1.6,Audi
36457, A3,2015,15662,Manual,24426,Petrol,30,57.6,1.4,Audi
36458, A1,2019,20026,Automatic,7000,Petrol,145,47.1,1.0,Audi
36459, A3,2019,21010,Automatic,21274,Petrol,145,40.4,2.0,Audi
36460, Q5,2018,33172,Semi-Auto,9427,Petrol,145,40.4,2.0,Audi
36461, A3,2019,20006,Automatic,4007,Diesel,145,70.6,1.6,Audi
36462, A3,2017,15601,Manual,50689,Diesel,145,65.7,2.0,Audi
36463, Q3,2019,26946,Semi-Auto,15811,Petrol,145,38.2,1.5,Audi
36464, A4,2019,22340,Manual,10606,Petrol,145,39.2,2.0,Audi
36465, A4,2019,25290,Automatic,4598,Diesel,145,45.6,2.0,Audi
36466, A6,2017,28500,Semi-Auto,26494,Diesel,150,45.6,3.0,Audi
36467, A8,2016,21965,Semi-Auto,33620,Diesel,160,49.6,3.0,Audi
36468, A8,2019,42989,Automatic,5000,Petrol,145,37.7,3.0,Audi
36469, A4,2020,43890,Automatic,8115,Diesel,145,39.8,3.0,Audi
36470, Q3,2019,25380,Semi-Auto,11614,Diesel,145,48.7,2.0,Audi
36471, A7,2019,31720,Automatic,15302,Diesel,145,47.1,2.0,Audi
36472, A4,2019,27160,Semi-Auto,17790,Diesel,145,47.9,2.0,Audi
36473, A4,2019,24305,Semi-Auto,12762,Petrol,145,38.2,2.0,Audi
36474, A3,2019,21276,Semi-Auto,9052,Diesel,145,52.3,1.6,Audi
36475, A5,2019,37020,Automatic,20091,Petrol,145,38.7,2.0,Audi
36476, A4,2018,30661,Semi-Auto,31850,Petrol,145,36.7,3.0,Audi
36477, Q2,2019,21422,Manual,2877,Diesel,145,49.6,1.6,Audi
36478, A4,2019,23766,Semi-Auto,9893,Diesel,145,48.7,2.0,Audi
36479, A3,2019,18530,Semi-Auto,9961,Diesel,145,52.3,1.6,Audi
36480, A5,2019,25160,Semi-Auto,9889,Diesel,145,49.6,2.0,Audi
36481, Q3,2017,25352,Semi-Auto,7957,Petrol,200,40.4,2.0,Audi
36482, A3,2020,21600,Manual,1222,Diesel,145,56.5,2.0,Audi
36483, Q2,2019,22784,Manual,4569,Petrol,145,40.9,1.5,Audi
36484, A3,2016,17211,Manual,31776,Petrol,30,58.9,1.4,Audi
36485, A3,2019,19900,Manual,8078,Diesel,145,51.4,1.6,Audi
36486, A3,2019,20630,Manual,5922,Diesel,145,51.4,1.6,Audi
36487, A6,2019,46212,Automatic,5249,Diesel,145,36.2,3.0,Audi
36488, A5,2019,28020,Automatic,9394,Diesel,145,45.6,2.0,Audi
36489, A4,2019,21910,Semi-Auto,8583,Diesel,145,51.4,2.0,Audi
36490, A4,2017,21500,Semi-Auto,31834,Diesel,30,65.7,2.0,Audi
36491, A3,2017,20000,Manual,14930,Diesel,150,62.8,2.0,Audi
36492, A1,2017,16000,Manual,22766,Petrol,30,55.4,1.4,Audi
36493, Q5,2019,32101,Semi-Auto,6875,Diesel,145,39.2,2.0,Audi
36495, A3,2017,23362,Semi-Auto,34687,Petrol,145,43.5,2.0,Audi
36496, A5,2016,19499,Automatic,21059,Diesel,160,50.4,2.0,Audi
36497, A5,2017,19999,Manual,11881,Petrol,145,49.6,2.0,Audi
36498, A4,2016,14999,Manual,27820,Diesel,30,64.2,2.0,Audi
36499, A3,2014,10999,Manual,33703,Petrol,20,60.1,1.4,Audi
36500, A3,2017,21799,Semi-Auto,37317,Petrol,150,43.5,2.0,Audi
36501, Q3,2019,26991,Manual,2513,Petrol,145,39.8,1.5,Audi
36502, A1,2020,18330,Manual,1322,Petrol,145,49.6,1.0,Audi
36503, A6,2019,36780,Automatic,8231,Petrol,145,34.0,2.0,Audi
36504, Q5,2019,33716,Automatic,5555,Diesel,145,38.2,2.0,Audi
36505, Q5,2019,37966,Semi-Auto,4293,Petrol,145,32.1,2.0,Audi
36506, A3,2017,16900,Semi-Auto,24153,Diesel,30,62.8,2.0,Audi
36507, Q3,2019,27900,Semi-Auto,3861,Diesel,145,48.7,2.0,Audi
36508, A1,2019,21500,Semi-Auto,5041,Petrol,145,44.8,1.5,Audi
36509, A3,2017,15699,Semi-Auto,19588,Diesel,145,70.6,1.6,Audi
36510, A3,2015,10499,Manual,69124,Diesel,30,67.3,2.0,Audi
36511, A5,2015,19000,Semi-Auto,20108,Diesel,200,46.3,3.0,Audi
36512, RS5,2018,53900,Semi-Auto,5876,Petrol,145,32.5,2.9,Audi
36513, Q2,2019,28900,Semi-Auto,6005,Petrol,145,33.2,2.0,Audi
36514, A1,2016,12900,Manual,27062,Petrol,30,55.4,1.4,Audi
36515, A3,2017,18900,Semi-Auto,27317,Petrol,150,56.5,1.5,Audi
36516, A3,2017,19900,Semi-Auto,32189,Petrol,150,56.5,1.5,Audi
36517, Q3,2017,21000,Semi-Auto,30418,Petrol,150,47.9,1.4,Audi
36518, A3,2016,13900,Manual,27984,Petrol,20,60.1,1.0,Audi
36519, Q2,2019,23900,Manual,2728,Petrol,150,43.5,1.5,Audi
36520, A7,2018,38500,Semi-Auto,19112,Petrol,150,39.8,3.0,Audi
36522, A8,2018,38572,Automatic,2249,Diesel,145,40.4,3.0,Audi
36523, Q2,2019,22986,Automatic,5313,Diesel,145,46.3,1.6,Audi
36524, A3,2018,27292,Semi-Auto,9101,Petrol,145,44.1,2.0,Audi
